Loans & Deposits Outstanding as on
Thursday 15 October 2015
REPORT NO:19
-
MOD	CONTRACT_REF_NO	CUSTOMER_NAME1	RM	STAT	CATG	PROD	TYP	BASE	DR_SETL_AC	CCY	VAL_DT	MAT DT	REMARKS	RATE	CONT_AMOUNT	OUTS BAL
LD	000CDLY132730003	PRAKASH I.SHAH	CB1	NORM	22-PER	CDLY	D	002414	0650024141	TZS	30/Sep/13	30/Nov/13		12.00	100,000,000.00	0.00
LD	000CDLY132730004	GAURAV P. SHAH	CB1	NORM	22-PER	CDLY	D	001698	0450016982	TZS	30/Sep/13	02/Jun/14		12.00	100,000,000.00	0.00
LD	000CDLY132850001	GAURAV P. SHAH	CB1	NORM	22-PER	CDLY	D	001698	0450016982	TZS	11/Oct/13	27/Feb/14		12.00	360,000,000.00	0.00
LD	000CDLY132960001	GAURAV P. SHAH	CB1	NORM	22-PER	CDLY	D	001698	0450016982	TZS	23/Oct/13	05/Mar/14		12.00	435,000,000.00	0.00
LD	000CDLY133240001	PRAFUL BHAGWANJI LODHIA	CB1	NORM	22-PER	CDLY	D	002506	0650025061	TZS	20/Nov/13	29/May/15		12.00	500,000,000.00	0.00
LD	000SFDF131630003	MANJIT S. SANDHU &/OR NEERJA SANDHU	CB1	NORM	22-PER	SFDF	D	001722	0099999852	USD	12/Jun/13	12/Jun/14		4.50	100,000.00	0.00
LD	000SFDF141690002	MANJIT S. SANDHU &/OR NEERJA SANDHU	CB1	NORM	22-PER	SFDF	D	001722	0610017222	USD	18/Jun/14	18/Jun/15		4.50	100,000.00	0.00
LD	000SFDF152300001	MANJIT S. SANDHU &/OR NEERJA SANDHU	CB1	NORM	22-PER	SFDF	D	001722	0610017222	USD	18/Aug/15	18/Aug/16		4.50	100,000.00	100,000.00
LD	000SFDL112580001	ADIL NOORALI MANJI	CB1	NORM	22-PER	SFDL	D	001739	0099999851	TZS	15/Sep/11	15/Mar/12		8.00	528,761,625.00	
LD	000SFDL112690003	ADIL NOORALI MANJI	CB1	NORM	22-PER	SFDL	D	001739	0099999851	TZS	26/Mar/12	24/Sep/12		8.00	569,745,753.43	0.00
LD	000SFDL121190001	ADIL NOORALI MANJI	CB1	NORM	22-PER	SFDL	D	001739	0099999851	TZS	28/Apr/12	28/Oct/12		12.50	550,000,000.00	0.00
LD	000SFDL150760002	FATIMA ABDALLAH & NISSAR ABDALLAH	CB1	NORM	12-TRD	SFDL	D	002813	0099999851	TZS	16/Mar/15	16/Mar/16		13.50	570,000,000.00	
LD	000SFDL150760005	FATIMA ABDALLAH & NISSAR ABDALLAH	CB1	NORM	12-TRD	SFDL	D	002813	0099999851	TZS	16/Mar/15	16/Mar/16		13.50	570,000,000.00	570,000,000.00
LD	000SFDL151970001	NYANZA BOTTLING CO. LTD	CB1	NORM	07-MAF	SFDL	D	001220	0250012201	TZS	16/Jul/15	31/Jul/15		16.00	2,500,000,000.00	0.00
LD	000SFDL152050004	NYANZA BOTTLING CO. LTD	CB1	NORM	07-MAF	SFDL	D	001220	0250012201	TZS	24/Jul/15	08/Aug/15		16.00	1,500,000,000.00	0.00
	20														Count All:	
CB10
MOD	CONTRACT_REF_NO	CUSTOMER_NAME1	RM	STAT	CATG	PROD	TYP	BASE	DR_SETL_AC	CCY	VAL_DT	MAT DT	REMARKS	RATE	CONT_AMOUNT	OUTS BAL
LD	000CDLY140040001	E.A. CAPITAL LIMITED	CB10	NORM	05-FIN	CDLY	D	002534	0250025341	TZS	02/Jan/14	23/Jan/14		11.00	100,000,000.00	0.00
LD	000CDLY140040002	ERMES CARAMASCHI	CB10	NORM	22-PER	CDLY	D	002543	0250025431	TZS	02/Jan/14	13/Feb/14		11.00	148,000,000.00	0.00
LD	000CDLY140230002	E.A. CAPITAL LIMITED	CB10	NORM	05-FIN	CDLY	D	002534	0250025341	TZS	23/Jan/14	13/Feb/14		11.00	60,000,000.00	0.00
LD	000CDLY140440002	ERMES CARAMASCHI	CB10	NORM	22-PER	CDLY	D	002543	0250025431	TZS	13/Feb/14			11.00	73,785,983.56	
LD	000CDLY141750001	E.A. CAPITAL LIMITED	CB10	NORM	05-FIN	CDLY	D	002534	0250025341	TZS	18/Jun/14	07/Aug/14		11.50	130,000,000.00	-50,000,000.00
LD	000CDLY141960002	E.A. CAPITAL LIMITED	CB10	NORM	05-FIN	CDLY	D	002534	0250025341	TZS	15/Jul/14	07/Aug/14		11.50	170,000,000.00	0.00
LD	000SFDF090650001	IMPEX INSURANCE BROKERS LIMITED	CB10	NORM	21-OTH	SFDF	D	000076	0199999852	USD	29/May/09	27/Aug/09		4.00	21,363.44	0.00
LD	000SFDF091130002	IMPEX INSURANCE BROKERS LIMITED	CB10	NORM	21-OTH	SFDF	D	000076	0199999852	USD	23/Jul/09	22/Oct/09		5.00	110,212.89	0.00
LD	000SFDF092110002	IMPEX INSURANCE BROKERS LIMITED	CB10	NORM	21-OTH	SFDF	D	000076	0199999852	USD	23/Oct/09	23/Jan/10		4.60	111,353.59	0.00
LD	000SFDF092520002	IMPEX INSURANCE BROKERS LIMITED	CB10	NORM	21-OTH	SFDF	D	000076	0199999852	USD	09/Dec/09	10/Mar/10		2.50	21,674.81	0.00
LD	000SFDF092950001	TANZANIA SWAMINARAYAN MANDAL	CB10	NORM	21-OTH	SFDF	D	000896	0210008962	USD	31/Dec/09	11/Mar/10		5.00	43,370.87	0.00
LD	000SFDF092960001	IMPEX INSURANCE BROKERS LIMITED	CB10	NORM	21-OTH	SFDF	D	000076	0199999852	USD	23/Oct/10	23/Oct/11		3.50	104,632.86	0.00
LD	000SFDF093650001	TANZANIA SWAMINARAYAN MANDAL	CB10	NORM	21-OTH	SFDF	D	000896	0210008962	USD	30/Jun/10	28/Dec/10		5.00	44,346.71	0.00
LD	000SFDF100530003	TANZANIA SWAMINARAYAN MANDAL	CB10	NORM	21-OTH	SFDF	D	000896	0210008962	USD	30/Jun/10	05/Nov/10		5.00	12,192.00	0.00
LD	000SFDF101810002	TANZANIA SWAMINARAYAN MANDAL	CB10	NORM	21-OTH	SFDF	D	000896	0210008962	USD	31/Dec/10	03/Jul/11		5.00	20,450.00	0.00
LD	000SFDF110060002	TANZANIA SWAMINARAYAN MANDAL	CB10	NORM	21-OTH	SFDF	D	000896	0210008962	USD	06/Jul/11	03/Jan/12		5.00	21,467.25	0.00
LD	000SFDF111870001	TANZANIA SWAMINARAYAN MANDAL	CB10	NORM	21-OTH	SFDF	D	000896	0210008962	USD	30/Dec/11	24/Jun/12		5.00	22,478.50	0.00
LD	000SFDF112980002	IMPEX INSURANCE BROKERS LIMITED	CB10	NORM	21-OTH	SFDF	D	000076	0099999852	USD	25/Oct/11	25/Oct/12		3.50	107,928.79	0.00
LD	000SFDF113360001	KALAMANDALAM LIMITED	CB10	NORM	21-OTH	SFDF	D	001727	0099999852	USD	02/Dec/11	02/Dec/12		4.00	19,518.62	0.00
LD	000SFDF113640003	TANZANIA SWAMINARAYAN MANDAL	CB10	NORM	21-OTH	SFDF	D	000896	0210008962	USD	30/Jun/12	30/Dec/12		5.00	26,581.75	0.00
LD	000SFDF121380001	MAXINSURE (TANZANIA) LTD	CB10	NORM	21-OTH	SFDF	D	001337	0250013372	USD	16/May/12	16/Nov/12		3.75	50,000.00	0.00
LD	000SFDF121380002	MAXINSURE (TANZANIA) LTD	CB10	NORM	21-OTH	SFDF	D	001337	0250013372	USD	16/May/12	16/Nov/12		3.75	50,000.00	0.00
LD	000SFDF121820001	TANZANIA SWAMINARAYAN MANDAL	CB10	NORM	21-OTH	SFDF	D	000896	0210008962	USD	30/Jun/12	28/Dec/12		5.00	26,500.00	0.00
LD	000SFDF121920001	JONGOMERO CAMP LTD	CB10	NORM	13-TOR	SFDF	D	001901	0150019012	USD	10/Jul/12	10/Aug/12		1.75	250,000.00	0.00
LD	000SFDF122230001	JONGOMERO CAMP LTD	CB10	NORM	13-TOR	SFDF	D	001901	0150019012	USD	10/Aug/12	10/Sep/12		1.75	250,000.00	0.00
LD	000SFDF122280002	JONGOMERO CAMP LTD	CB10	NORM	13-TOR	SFDF	D	001901	0150019012	USD	15/Aug/12	15/Sep/12		1.75	300,000.00	0.00
LD	000SFDF122540002	JONGOMERO CAMP LTD	CB10	NORM	13-TOR	SFDF	D	001901	0150019012	USD	10/Sep/12	10/Oct/12		1.75	250,000.00	0.00
LD	000SFDF122630001	JONGOMERO CAMP LTD	CB10	NORM	13-TOR	SFDF	D	001901	0150019012	USD	19/Sep/12	19/Oct/12		1.75	350,000.00	0.00
LD	000SFDF122640001	JONGOMERO CAMP LTD	CB10	NORM	13-TOR	SFDF	D	001901	0150019012	USD	17/Sep/12	17/Oct/12		1.75	300,000.00	0.00
LD	000SFDF122710004	KANTILAL H MEHTA &/OR USHA K MEHTA	CB10	NORM	22-PER	SFDF	D	002161	0099999852	USD	27/Sep/12	27/Sep/13		5.00	250,000.00	0.00
LD	000SFDF122840002	JONGOMERO CAMP LTD	CB10	NORM	13-TOR	SFDF	D	001901	0150019012	USD	10/Oct/12	10/Nov/12		1.75	250,000.00	0.00
LD	000SFDF122990001	IMPEX INSURANCE BROKERS LIMITED	CB10	NORM	21-OTH	SFDF	D	000076	0250000762	USD	25/Oct/12	25/Oct/13		3.50	111,319.10	0.00
LD	000SFDF123170002	JONGOMERO CAMP LTD	CB10	NORM	13-TOR	SFDF	D	001901	0150019012	USD	12/Nov/12	12/Dec/12		1.75	250,000.00	0.00
LD	000SFDF123240003	JONGOMERO CAMP LTD	CB10	NORM	13-TOR	SFDF	D	001901	0150019012	USD	19/Nov/12	19/Dec/12		1.75	200,000.00	0.00
LD	000SFDF123550001	JONGOMERO CAMP LTD	CB10	NORM	13-TOR	SFDF	D	001901	0150019012	USD	20/Dec/12	20/Jan/13		1.75	250,000.00	0.00
LD	000SFDF123620001	KALAMANDALAM LIMITED	CB10	NORM	21-OTH	SFDF	D	001727	0099999852	USD	27/Dec/12	27/Dec/13		4.00	20,219.34	0.00
LD	000SFDF123630001	TANZANIA SWAMINARAYAN MANDAL	CB10	NORM	21-OTH	SFDF	D	000896	0210008962	USD	28/Dec/12	01/Jul/13		5.00	30,000.00	0.00
LD	000SFDF130090004	D.T DOBIE HOLDINGS LIMITED	CB10	NORM	14-HOR	SFDF	D	001900	0150019002	USD	09/Jan/13	09/Feb/13		1.75	250,000.00	0.00
LD	000SFDF130140003	JONGOMERO CAMP LTD	CB10	NORM	13-TOR	SFDF	D	001901	0150019012	USD	14/Jan/13	14/Feb/13		1.75	200,000.00	0.00
LD	000SFDF130420001	JONGOMERO CAMP LTD	CB10	NORM	13-TOR	SFDF	D	001901	0150019012	USD	11/Feb/13	11/Mar/13		1.75	250,000.00	0.00
LD	000SFDF130420002	D.T DOBIE HOLDINGS LIMITED	CB10	NORM	14-HOR	SFDF	D	001900	0150019002	USD	11/Feb/13	11/Mar/13		1.75	200,000.00	0.00
LD	000SFDF130490002	JONGOMERO CAMP LTD	CB10	NORM	13-TOR	SFDF	D	001901	0150019012	USD	18/Feb/13	18/Mar/13		1.75	200,000.00	0.00
LD	000SFDF130710001	D.T DOBIE HOLDINGS LIMITED	CB10	NORM	14-HOR	SFDF	D	001900	0150019002	USD	12/Mar/13	12/Apr/13		1.75	200,000.00	0.00
LD	000SFDF130770001	JONGOMERO CAMP LTD	CB10	NORM	13-TOR	SFDF	D	001901	0150019012	USD	18/Mar/13	18/Apr/13		1.75	250,000.00	0.00
LD	000SFDF131050001	D.T DOBIE HOLDINGS LIMITED	CB10	NORM	14-HOR	SFDF	D	001900	0150019002	USD	15/Apr/13	15/May/13		1.75	200,000.00	0.00
LD	000SFDF131440004	D.T DOBIE HOLDINGS LIMITED	CB10	NORM	14-HOR	SFDF	D	001900	0150019002	USD	23/May/13	23/Jun/13		1.75	250,000.00	0.00
LD	000SFDF131630004	JONGOMERO CAMP LTD	CB10	NORM	13-TOR	SFDF	D	001901	0150019012	USD	12/Jun/13	12/Jul/13		1.75	200,000.00	0.00
LD	000SFDF131820005	D.T DOBIE HOLDINGS LIMITED	CB10	NORM	14-HOR	SFDF	D	001900	0150019002	USD	01/Jul/13	01/Aug/13		1.75	250,000.00	0.00
LD	000SFDF131820021	TANZANIA SWAMINARAYAN MANDAL	CB10	NORM	21-OTH	SFDF	D	000896	0210008962	USD	01/Jul/13	31/Dec/13		5.00	30,000.00	0.00
LD	000SFDF131860003	KANTILAL H MEHTA &/OR USHA K MEHTA	CB10	NORM	22-PER	SFDF	D	002161	0099999852	USD	05/Jul/13	05/Jul/14		5.00	50,000.00	0.00
LD	000SFDF131870001	KANTILAL H MEHTA &/OR USHA K MEHTA	CB10	NORM	22-PER	SFDF	D	002161	0099999852	USD	06/Jul/13	06/Jul/14		15.00	50,000.00	
LD	000SFDF132070006	JONGOMERO CAMP LTD	CB10	NORM	13-TOR	SFDF	D	001901	0150019012	USD	23/Jul/13	23/Aug/13		1.75	300,000.00	0.00
LD	000SFDF132450004	JONGOMERO CAMP LTD	CB10	NORM	13-TOR	SFDF	D	001901	0150019012	USD	02/Sep/13	02/Oct/13		1.75	300,000.00	0.00
LD	000SFDF132710006	KANTILAL H MEHTA &/OR USHA K MEHTA	CB10	NORM	22-PER	SFDF	D	002161	0099999852	USD	28/Sep/13	28/Sep/14		5.00	261,250.00	0.00
LD	000SFDF132830002	JONGOMERO CAMP LTD	CB10	NORM	13-TOR	SFDF	D	001901	0150019012	USD	10/Oct/13	10/Nov/13		1.75	400,000.00	0.00
LD	000SFDF133170001	IMPEX INSURANCE BROKERS LIMITED	CB10	NORM	21-OTH	SFDF	D	000076	0250000762	USD	13/Nov/13	13/Nov/14		3.50	115,500.00	0.00
LD	000SFDF133230002	JONGOMERO CAMP LTD	CB10	NORM	13-TOR	SFDF	D	001901	0150019012	USD	12/Nov/13	12/Dec/13		1.75	400,000.00	0.00
LD	000SFDF133650001	TANZANIA SWAMINARAYAN MANDAL	CB10	NORM	21-OTH	SFDF	D	000896	0210008962	USD	31/Dec/13	01/Jul/14		5.00	31,000.00	0.00
LD	000SFDF140160003	JONGOMERO CAMP LTD	CB10	NORM	13-TOR	SFDF	D	001901	0150019012	USD	15/Jan/14	15/Feb/14		1.75	300,000.00	0.00
LD	000SFDF140170001	KALAMANDALAM LIMITED	CB10	NORM	21-OTH	SFDF	D	001727	0099999853	USD	17/Jan/14	17/Jan/15		4.00	20,945.22	0.00
LD	000SFDF140440001	KALAMANDALAM LIMITED	CB10	NORM	21-OTH	SFDF	D	001727	0150017272	USD	13/Feb/14	13/Feb/15		4.00	48,000.00	0.00
LD	000SFDF141370001	ALWIYA MAHSEN MOHAMED	CB10	NORM	21-OTH	SFDF	D	002642	0099999852	USD	15/May/14	15/May/15		4.00	500,000.00	0.00
LD	000SFDF141430002	ERMES CARAMASCHI	CB10	NORM	22-PER	SFDF	D	002543	0099999852	USD	22/May/14	22/Nov/14		3.75	160,000.00	0.00
LD	000SFDF141830001	TANZANIA SWAMINARAYAN MANDAL	CB10	NORM	21-OTH	SFDF	D	000896	0210008962	USD	01/Jul/14	01/Jan/15		5.00	31,000.00	
LD	000SFDF141860001	KANTILAL H MEHTA &/OR USHA K MEHTA	CB10	NORM	22-PER	SFDF	D	002161	0210021612	USD	05/Jul/14	05/Jul/16		5.00	50,000.00	50,000.00
LD	000SFDF141910002	TANZANIA SWAMINARAYAN MANDAL	CB10	NORM	21-OTH	SFDF	D	000896	0210008962	USD	01/Jul/14	01/Jan/15		5.00	30,000.00	0.00
LD	000SFDF141920003	JONGOMERO CAMP LTD	CB10	NORM	13-TOR	SFDF	D	001901	0150019012	USD	11/Jul/14	11/Aug/14		2.25	250,000.00	0.00
LD	000SFDF142020002	TANZANIA SWAMINARAYAN MANDAL	CB10	NORM	21-OTH	SFDF	D	000896	0210008962	USD	19/Jul/14	01/Jan/15		5.00	12,500.00	0.00
LD	000SFDF142260005	JONGOMERO CAMP LTD	CB10	NORM	13-TOR	SFDF	D	001901	0150019012	USD	14/Aug/14	14/Sep/14		2.25	250,000.00	0.00
LD	000SFDF142750003	KANTILAL H MEHTA &/OR USHA K MEHTA	CB10	NORM	22-PER	SFDF	D	002161	0210021612	USD	28/Sep/14	28/Sep/16		15.00	271,250.00	
LD	000SFDF142760001	KANTILAL H MEHTA &/OR USHA K MEHTA	CB10	NORM	22-PER	SFDF	D	002161	0210021612	USD	28/Sep/14	28/Sep/16		5.00	271,250.00	271,250.00
LD	000SFDF150020007	TANZANIA SWAMINARAYAN MANDAL	CB10	NORM	21-OTH	SFDF	D	000896	0210008962	USD	01/Jan/15	30/Jun/15		5.00	31,000.00	0.00
LD	000SFDF150220001	KALAMANDALAM LIMITED	CB10	NORM	21-OTH	SFDF	D	001727	0099999853	USD	21/Jan/15	21/Jan/16		4.00	20,945.22	
LD	000SFDF150220002	KALAMANDALAM LIMITED	CB10	NORM	21-OTH	SFDF	D	001727	0099999853	USD	21/Jan/15	21/Jan/16		4.00	21,699.25	21,699.25
LD	000SFDF150480001	KALAMANDALAM LIMITED	CB10	NORM	21-OTH	SFDF	D	001727	0150017272	USD	17/Feb/15	17/Feb/16		4.00	49,722.81	49,722.81
LD	000SFDF151490001	ABDU SIMBA	CB10	NORM	22-PER	SFDF	D	002675	0210026752	USD	29/May/15	29/May/16		2.50	30,000.00	30,000.00
LD	000SFDF151810003	TANZANIA SWAMINARAYAN MANDAL	CB10	NORM	21-OTH	SFDF	D	000896	0210008962	USD	30/Jun/15	31/Dec/15		5.00	31,000.00	31,000.00
LD	000SFDL091750001	HIRAGAURI KAKKAD & RASIKLAL KAKKAD	CB10	NORM	22-PER	SFDL	D	000305	0110003051	TZS	23/Jun/10	23/Jun/11		13.25	70,731,835.61	0.00
LD	000SFDL092220001	HIRAGAURI KAKKAD & RASIKLAL KAKKAD	CB10	NORM	22-PER	SFDL	D	000305	0110003051	TZS	06/Aug/10	06/Aug/11		13.25	72,729,221.92	0.00
LD	000SFDL092650001	HIRAGAURI KAKKAD & RASIKLAL KAKKAD	CB10	NORM	22-PER	SFDL	D	000305	0110003051	TZS	22/Sep/10	22/Sep/11		10.00	40,366,904.11	0.00
LD	000SFDL092950001	TANZANIA SWAMINARAYAN MANDAL	CB10	NORM	21-OTH	SFDL	D	000896	0210008961	TZS	31/Dec/09	11/Mar/10		13.00	56,234,109.59	0.00
LD	000SFDL093650001	TANZANIA SWAMINARAYAN MANDAL	CB10	NORM	21-OTH	SFDL	D	000896	0210008961	TZS	30/Jun/10	28/Dec/10		13.00	59,496,766.41	0.00
LD	000SFDL100480001	HIRAGAURI KAKKAD & RASIKLAL KAKKAD	CB10	NORM	22-PER	SFDL	D	000305	0110003051	TZS	17/Feb/11	17/Feb/12		10.50	40,321,041.10	0.00
LD	000SFDL100530001	TANZANIA SWAMINARAYAN MANDAL	CB10	NORM	21-OTH	SFDL	D	000896	0210008961	TZS	30/Jun/10	05/Nov/10		13.50	52,130,410.96	0.00
LD	000SFDL101810001	TANZANIA SWAMINARAYAN MANDAL	CB10	NORM	21-OTH	SFDL	D	000896	0210008961	TZS	31/Dec/10	03/Jul/11		13.50	106,124,931.50	0.00
LD	000SFDL101810002	TANZANIA SWAMINARAYAN MANDAL	CB10	NORM	21-OTH	SFDL	D	000896	0210008961	TZS	31/Dec/10	03/Jul/11		13.50	31,837,479.46	0.00
LD	000SFDL102790002	HIRAGAURI KAKKAD & RASIKLAL KAKKAD	CB10	NORM	22-PER	SFDL	D	000305	0110003051	TZS	06/Oct/11	05/Oct/12		9.50	101,709,767.13	0.00
LD	000SFDL102930001	NDUVINI AUTO WORKS	CB10	NORM	12-TRD	SFDL	D	000909	0150009091	TZS	20/Apr/11	19/Oct/11		9.00	208,077,808.22	0.00
LD	000SFDL110060004	TANZANIA SWAMINARAYAN MANDAL	CB10	NORM	21-OTH	SFDL	D	000896	0210008961	TZS	06/Jul/11	03/Jan/12		13.50	148,435,095.89	0.00
LD	000SFDL110740001	HIRAGAURI KAKKAD & RASIKLAL KAKKAD	CB10	NORM	22-PER	SFDL	D	000305	0110003051	TZS	17/Feb/12	18/Feb/13		10.50	40,644,658.88	0.00
LD	000SFDL111870002	TANZANIA SWAMINARAYAN MANDAL	CB10	NORM	21-OTH	SFDL	D	000896	0210008961	TZS	30/Dec/11	24/Jun/12		13.50	158,837,876.71	0.00
LD	000SFDL112720004	HIRAGAURI KAKKAD & RASIKLAL KAKKAD	CB10	NORM	22-PER	SFDL	D	000305	0110003051	TZS	29/Sep/11	29/Sep/12	IFO KAKKAD	10.00	40,000,000.00	0.00
LD	000SFDL112790001	HIRAGAURI KAKKAD & RASIKLAL KAKKAD	CB10	NORM	22-PER	SFDL	D	000305	0110003051	TZS	06/Oct/11	06/Oct/13		10.00	101,000,000.00	0.00
LD	000SFDL120390001	TANZANIA SWAMINARAYAN MANDAL	CB10	NORM	21-OTH	SFDL	D	000896	0210008961	TZS	30/Jun/12	20/Nov/12		13.50	104,760,136.99	0.00
LD	000SFDL120810001	TANZANIA SWAMINARAYAN MANDAL	CB10	NORM	21-OTH	SFDL	D	000896	0210008961	TZS	30/Jun/12	09/Oct/12		13.50	72,353,438.36	0.00
LD	000SFDL121820001	TANZANIA SWAMINARAYAN MANDAL	CB10	NORM	21-OTH	SFDL	D	000896	0210008961	TZS	30/Jun/12	28/Dec/12		16.50	175,000,000.00	0.00
LD	000SFDL122710001	KANTILAL H MEHTA &/OR USHA K MEHTA	CB10	NORM	22-PER	SFDL	D	002161	0099999851	TZS	27/Sep/12	27/Sep/13		15.00	100,233,600.00	0.00
LD	000SFDL123630001	TANZANIA SWAMINARAYAN MANDAL	CB10	NORM	21-OTH	SFDL	D	000896	0210008961	TZS	28/Dec/12	01/Jul/13		13.50	187,000,000.00	0.00
LD	000SFDL130040002	HIRAGAURI KAKKAD & RASIKLAL KAKKAD	CB10	NORM	22-PER	SFDL	D	000305	0110003051	TZS	04/Jan/13	04/Jan/15		15.00	207,000,000.00	0.00
LD	000SFDL130160001	HIRAGAURI KAKKAD & RASIKLAL KAKKAD	CB10	NORM	22-PER	SFDL	D	000305	0110003051	TZS	16/Jan/13	16/Jan/14		15.00	33,000,000.00	0.00
LD	000SFDL131520001	HIRAGAURI KAKKAD & RASIKLAL KAKKAD	CB10	NORM	22-PER	SFDL	D	000305	0110003051	TZS	01/Jun/13	01/Jun/15		15.00	166,000,000.00	0.00
LD	000SFDL131820009	TANZANIA SWAMINARAYAN MANDAL	CB10	NORM	21-OTH	SFDL	D	000896	0210008961	TZS	01/Jul/13	31/Dec/13		13.50	200,000,000.00	0.00
LD	000SFDL131900002	KANTILAL H MEHTA &/OR USHA K MEHTA	CB10	NORM	22-PER	SFDL	D	002161	0099999851	TZS	05/Jul/13	05/Jul/14		15.00	81,600,000.00	
LD	000SFDL131910001	KANTILAL H MEHTA &/OR USHA K MEHTA	CB10	NORM	22-PER	SFDL	D	002161	0099999851	TZS	05/Jul/13	05/Jul/14		15.00	81,600,000.00	0.00
LD	000SFDL132710002	KANTILAL H MEHTA &/OR USHA K MEHTA	CB10	NORM	22-PER	SFDL	D	002161	0099999851	TZS	28/Sep/13	28/Sep/14		15.00	113,765,136.00	0.00
LD	000SFDL133650001	TANZANIA SWAMINARAYAN MANDAL	CB10	NORM	21-OTH	SFDL	D	000896	0210008961	TZS	31/Dec/13	01/Jul/14		13.50	215,000,000.00	0.00
LD	000SFDL140240008	HIRAGAURI KAKKAD & RASIKLAL KAKKAD	CB10	NORM	22-PER	SFDL	D	000305	0110003051	TZS	24/Jan/14	24/Jan/16		15.00	40,000,000.00	40,000,000.00
LD	000SFDL140640001	HIRAGAURI KAKKAD & RASIKLAL KAKKAD	CB10	NORM	22-PER	SFDL	D	000305	0110003051	TZS	05/Mar/14	05/Mar/16		15.00	40,000,000.00	40,000,000.00
LD	000SFDL140800001	AFRICAN LIFE INSURANCE SERVICES LTD	CB10	NORM	21-OTH	SFDL	D	002592	0250025921	TZS	21/Mar/14	21/Mar/16		10.00	10,000,000.00	10,000,000.00
LD	000SFDL141520003	HIRAGAURI KAKKAD & RASIKLAL KAKKAD	CB10	NORM	22-PER	SFDL	D	000305	0110003051	TZS	01/Jun/14	01/Jun/16		15.00	87,000,000.00	87,000,000.00
